2	0
4	0
10	-30.0
12	-20.0
33	-90.0
34	-30.0
54	50.0
57	-30.0
87	-20.0
93	-15.0
96	0
113	-30.0
116	-20.0
118	-35.0
133	-15.0
135	-30.0
137	-20.0
140	5.0
141	-30.0
145	-30.0
147	-25.0
149	-30.0
152	0
154	-30.0
156	0
158	-30.0
160	-30.0
161	-30.0
165	0
176	10.0
178	-25.0
183	-30.0
186	0.0
187	-30.0
189	-30.0
202	15.0
204	-25.0
211	-30.0
217	-70.0
219	-25.0
239	-45.0
243	-20.0
244	-30.0
254	-20.0
265	0.0
268	-40.0
287	-30.0
301	30.0
303	-15.0
324	-10.0
347	-10.0
383	-30.0
390	-20.0
394	-45.0
397	-40.0
406	-10.0
413	-55.0
431	10.0
438	-65.0
446	-25.0
450	-10.0
455	-40.0
483	-55.0
488	-35.0
518	-15.0
519	-30.0
522	-35.0
541	-15.0
543	-15.0
576	20.0
586	-40.0
601	25.0
606	-30.0
608	-30.0
612	15.0
628	-45.0
630	-25.0
648	-10.0
656	-25.0
678	-35.0
685	-5.0
698	-65.0
704	-15.0
710	-35.0
731	-25.0
735	10.0
743	0.0
744	-30.0
747	10.0
749	-25.0
755	-50.0
777	-60.0
797	-60.0
810	-5.0
815	-20.0
836	-45.0
853	10.0
856	-5.0
862	-15.0
865	-20.0
873	-25.0
878	-30.0
889	-5.0
900	-5.0
905	-25.0
906	-30.0
909	-30.0
916	-15.0
919	-30.0
927	-35.0
931	-30.0
938	-30.0
943	10.0
952	-5.0
964	-40.0
992	-75.0
1001	-25.0
1015	-60.0
1022	-15.0
1054	10.0
1056	-30.0
1058	-20.0
1065	-30.0
1076	-40.0
1079	-30.0
1090	-5.0
1096	5.0
1106	5.0
1113	-50.0
1120	-75.0
1122	-20.0
1133	5.0
1140	-45.0
1159	-25.0
1171	-10.0
1177	5.0
1207	-40.0
1211	0
1213	-30.0
1215	-30.0
1221	-35.0
1223	-25.0
1225	-20.0
1254	-60.0
1263	-25.0
1266	-5.0
1269	-20.0
1271	-25.0
1297	5.0
1299	5.0
1308	0.0
1310	-15.0
1334	-80.0
1342	-10.0
1348	-15.0
1360	-45.0
1366	-30.0
1370	0
1372	-30.0
1380	20.0
1386	-10.0
1388	-30.0
1394	-30.0
1402	-35.0
1407	-35.0
1410	0
1412	0
1431	-55.0
1439	-55.0
1453	-20.0
1458	-15.0
1465	-60.0
1479	-50.0
1484	-40.0
1487	5.0
1501	-65.0
1515	-60.0
1517	-15.0
1522	5.0
1528	-20.0
1546	-60.0
1550	-20.0
1594	35.0
1601	-10.0
1603	-30.0
1610	-25.0
1615	10.0
1622	-40.0
1628	10.0
1632	-50.0
1640	20.0
1642	-25.0
1645	0
1654	-15.0
1667	-30.0
1669	-20.0
1676	15.0
1698	-20.0
1701	-10.0
1704	-35.0
1706	-5.0
1715	0
1721	-5.0
1724	-30.0
1726	-20.0
1730	5.0
1761	-50.0
1779	0.0
1782	-40.0
1786	0
1787	-30.0
1788	-30.0
1808	0.0
1816	20.0
1831	20.0
1851	-25.0
1857	15.0
1864	-15.0
1866	-30.0
1878	10.0
1880	-25.0
1885	-20.0
1889	-25.0
1897	0.0
1899	-25.0
1902	-30.0
1904	-40.0
1906	-25.0
1915	-30.0
1918	10.0
1929	-15.0
1960	-25.0
1962	-30.0
1965	-25.0
1966	-30.0
1969	-25.0
1977	15.0
1983	-85.0
1985	-25.0
1992	-15.0
1997	-35.0
2023	-10.0
2041	35.0
2043	-15.0
2052	25.0
2054	-25.0
2057	-30.0
2081	40.0
2083	-25.0
2092	10.0
2114	-15.0
2120	-15.0
2125	-30.0
2127	-15.0
2134	-30.0
2153	-20.0
2169	5.0
2179	0.0
2184	-20.0
2190	-30.0
2191	-30.0
2193	-60.0
2197	-20.0
2198	-30.0
2213	25.0
2223	-30.0
2229	-10.0
2230	-30.0
2249	0.0
2256	0.0
2271	-15.0
2280	-10.0
2283	-25.0
2287	-30.0
2298	15.0
2300	-20.0
2306	-35.0
2309	-25.0
2314	-20.0
2315	-30.0
2321	-20.0
2324	-5.0
2330	-35.0
2335	0
2340	-35.0
2346	-5.0
2351	0
2362	-30.0
2369	-15.0
2371	-25.0
2388	-10.0
2402	10.0
2409	-25.0
2412	-25.0
2424	15.0
2432	10.0
2433	-30.0
2437	5.0
2444	10.0
2452	15.0
2458	-25.0
2476	-10.0
2495	-15.0
2498	-5.0
2500	-30.0
2504	-30.0
2509	5.0
2511	-25.0
2519	-5.0
2525	-25.0
2528	-25.0
2530	-30.0
2535	5.0
2552	0.0
2554	-30.0
2562	-10.0
2570	15.0
2588	-20.0
2590	-30.0
2594	-30.0
2601	-20.0
2606	5.0
2621	-30.0
2636	-5.0
2651	20.0
2660	-20.0
2663	-30.0
2664	-30.0
2667	-30.0
2668	-30.0
2686	-25.0
2706	15.0
2712	-20.0
2720	-5.0
2724	5.0
2742	5.0
2745	0
2751	-10.0
2766	-30.0
2787	5.0
2797	30.0
2801	-35.0
2805	-20.0
2807	-30.0
2809	-25.0
2810	-30.0
2812	-25.0
2833	-10.0
2835	-25.0
2844	0.0
2853	20.0
2855	-25.0
2879	-5.0
2881	-20.0
2903	15.0
2907	-15.0
2931	15.0
2937	-30.0
2940	0
2944	-20.0
2953	25.0
2956	-30.0
2958	-35.0
2961	5.0
2969	-5.0
2977	-5.0
2999	65.0
3007	-20.0
3008	-30.0
3011	-25.0
3020	-30.0
3036	15.0
3044	-30.0
3049	-30.0
3050	-30.0
3059	15.0
3065	-40.0
3069	-15.0
3075	0.0
3078	-25.0
3094	-10.0
3100	-25.0
3102	-25.0
3104	-20.0
3131	20.0
3140	20.0
3143	-10.0
3148	-25.0
3156	-20.0
3165	-10.0
3167	-25.0
3182	-10.0
3189	-25.0
3207	35.0
3209	-20.0
3219	-5.0
3231	-10.0
3233	-20.0
3237	10.0
3241	-25.0
3244	-30.0
3253	-15.0
3260	-10.0
3262	-25.0
3280	-25.0
3282	-20.0
3284	-25.0
3291	10.0
3293	-25.0
3306	-20.0
3311	-20.0
3319	-55.0
3322	-30.0
3324	-30.0
3325	-30.0
3327	-30.0
3330	5.0
3352	-20.0
3362	-5.0
3369	20.0
3372	-25.0
3377	-30.0
3384	5.0
3389	-25.0
3396	-20.0
3399	-25.0
3402	5.0
3404	-20.0
3408	-25.0
3425	-10.0
3427	-25.0
3431	-20.0
3435	0
3438	-30.0
3440	-25.0
3450	15.0
3453	-30.0
3456	-15.0
3462	-20.0
3478	-20.0
3480	-30.0
3502	5.0
3506	-30.0
3508	-20.0
3509	-30.0
3519	-10.0
3522	-30.0
3531	5.0
3533	-20.0
3534	-30.0
3543	-35.0
3550	-55.0
3580	35.0
3581	-30.0
3585	-20.0
3594	-25.0
3595	-30.0
3610	-15.0
3617	-50.0
3621	-30.0
3623	-25.0
3637	-10.0
3639	-30.0
3645	-15.0
3655	-5.0
3667	10.0
3671	0
3691	-15.0
3712	10.0
3714	-30.0
3718	-25.0
3723	-20.0
3732	10.0
3741	-55.0
3749	-5.0
3754	20.0
3758	-30.0
3763	-15.0
3769	-25.0
3771	-30.0
3777	-20.0
3794	30.0
3810	-20.0
3815	-30.0
3823	-25.0
3833	-15.0
3842	-20.0
3845	-30.0
3847	0
3855	-5.0
3859	15.0
3868	10.0
3875	0
3877	-15.0
3879	-25.0
3884	-20.0
3885	-30.0
3892	-20.0
3905	30.0
3923	20.0
3932	-25.0
3935	-20.0
3938	-30.0
3940	-25.0
3950	-10.0
3952	-25.0
3954	-25.0
3956	-60.0
3959	-25.0
3967	-15.0
3973	-15.0
3985	-20.0
3992	10.0
4001	-10.0
4009	25.0
4011	-25.0
4013	-25.0
4018	15.0
4028	-20.0
4050	25.0
4052	-30.0
4054	-25.0
4081	20.0
4084	-25.0
4089	-50.0
4092	0
4101	0.0
4104	10.0
4109	10.0
4128	20.0
4131	5.0
4132	-30.0
4133	-30.0
4144	0.0
4147	-25.0
4155	5.0
4164	0
4174	-5.0
4175	-30.0
4195	25.0
4215	15.0
4225	25.0
4226	-30.0
4231	-20.0
4233	-20.0
4235	-10.0
4243	-20.0
4247	-30.0
4267	20.0
4269	-30.0
4276	-20.0
4292	35.0
4298	-15.0
4312	20.0
4332	25.0
4351	-5.0
4353	-25.0
4359	-5.0
4364	-20.0
4366	-30.0
4371	10.0
4373	-25.0
4387	-30.0
4391	10.0
4411	20.0
4418	-10.0
4421	10.0
4423	0
4455	25.0
4463	15.0
4465	-25.0
4477	25.0
4479	-20.0
4487	-5.0
4499	20.0
4508	-15.0
4511	-15.0
4536	25.0
4538	-25.0
4540	-60.0
4545	-30.0
4550	-25.0
4573	-30.0
4575	-25.0
4578	-30.0
4588	-15.0
4596	-25.0
4610	30.0
4626	-10.0
4635	-20.0
4646	-10.0
4648	-25.0
4657	-5.0
4664	5.0
4670	-35.0
4681	20.0
4692	-25.0
4693	-30.0
4700	0.0
4715	-25.0
4722	-15.0
4732	5.0
4737	-10.0
4750	-10.0
4757	-20.0
4764	15.0
4774	5.0
4779	5.0
4791	10.0
4793	-20.0
4797	0
4803	5.0
4810	0
4821	-15.0
4830	-10.0
4836	-15.0
4842	-20.0
4849	-25.0
4862	20.0
4878	25.0
4888	-10.0
4898	-10.0
4910	20.0
4917	-30.0
4934	-30.0
4947	-5.0
4965	-40.0
4969	5.0
4997	15.0
5001	10.0
5005	5.0
5010	-40.0
5018	15.0
5027	-25.0
5030	-25.0
5038	-20.0
5055	-15.0
5058	5.0
5082	-10.0
5084	-25.0
5092	-5.0
5104	30.0
5129	-5.0
5131	-25.0
5134	-60.0
5143	25.0
5144	-30.0
5146	-30.0
5156	10.0
5163	5.0
5171	-10.0
5175	-10.0
5177	-30.0
5178	-30.0
5185	-15.0
5189	-30.0
5190	-30.0
5192	-35.0
5201	-30.0
5212	-5.0
5219	-10.0
5253	30.0
5262	-25.0
5263	-30.0
5265	-25.0
5284	20.0
5290	15.0
5297	-30.0
5301	5.0
5305	-30.0
5307	-25.0
5313	10.0
5324	-35.0
5333	-10.0
5335	-25.0
5341	-30.0
5344	-20.0
5365	5.0
5367	-25.0
5373	-10.0
5383	-10.0
5402	35.0
5425	5.0
5429	0
5434	5.0
5436	-30.0
5447	0.0
5456	-25.0
5474	0.0
5477	-15.0
5496	-20.0
5514	15.0
5527	5.0
5529	-20.0
5537	15.0
5544	10.0
5550	10.0
5558	-30.0
5559	-30.0
5566	5.0
5567	-30.0
5572	-15.0
5573	-30.0
5575	-25.0
5583	-20.0
5589	-20.0
5590	-30.0
5601	-25.0
5606	0
5609	0
5617	15.0
5648	40.0
5651	-25.0
5658	10.0
5692	-5.0
5695	-25.0
5698	-25.0
5707	-5.0
5715	-25.0
5722	-25.0
5738	20.0
5743	-30.0
5745	-25.0
5746	-30.0
5755	5.0
5761	15.0
5763	0
5765	-30.0
5767	-25.0
5777	-20.0
5789	-15.0
5790	-30.0
5793	-40.0
5795	-25.0
5798	-30.0
5826	10.0
5850	15.0
5862	-25.0
5866	-25.0
5869	-20.0
5875	-15.0
5892	40.0
5896	-25.0
5901	-30.0
5906	-30.0
5914	-15.0
5919	5.0
5921	-30.0
5928	-50.0
5930	-30.0
5933	-30.0
5956	40.0
5958	-20.0
5960	-30.0
5963	0
5969	-20.0
5970	-30.0
5974	15.0
5998	10.0
6000	-25.0
6002	-25.0
6025	15.0
6027	-30.0
6037	-20.0
6042	-15.0
6091	15.0
6095	5.0
6108	5.0
6109	-30.0
6110	-30.0
6121	-55.0
6127	-35.0
6132	-10.0
6134	-25.0
6144	-25.0
6153	25.0
6161	-15.0
6169	-25.0
6177	-20.0
6184	5.0
6193	-20.0
6203	-30.0
6216	5.0
6233	5.0
6236	-30.0
6238	-25.0
6244	10.0
6245	-30.0
6248	-20.0
6250	-20.0
6269	20.0
6275	15.0
6278	5.0
6281	-30.0
6286	-25.0
6299	-20.0
6303	-20.0
6320	45.0
6341	35.0
6364	50.0
6369	10.0
6372	-20.0
6396	-40.0
6398	-15.0
6415	20.0
6421	-15.0
6432	0.0
6453	0.0
6458	-25.0
6461	-30.0
6464	-30.0
6471	-30.0
6477	-20.0
6493	-35.0
6497	-40.0
6529	-5.0
6535	0
6562	45.0
6565	-20.0
6571	-25.0
6611	35.0
6616	-15.0
6618	-25.0
6624	-25.0
6635	-10.0
6643	-25.0
6647	-20.0
6672	45.0
6691	10.0
6703	15.0
6707	15.0
6708	-30.0
6719	-30.0
6722	0
6729	15.0
6753	-5.0
6778	10.0
6781	-30.0
6785	-15.0
6788	-25.0
6793	-15.0
6795	-30.0
6805	5.0
6807	-30.0
6818	0.0
6822	-10.0
6825	-30.0
6844	-10.0
6866	10.0
6876	-5.0
6885	5.0
6894	-20.0
6912	30.0
6915	-25.0
6922	-30.0
6932	-25.0
6938	-35.0
6939	-30.0
6941	-25.0
6944	-25.0
6956	-20.0
6960	-15.0
6968	5.0
6995	0.0
6997	-20.0
7004	-25.0
7006	-25.0
7008	-30.0
7013	5.0
7019	-20.0
7021	-30.0
7037	0.0
7049	0.0
7056	-15.0
7062	5.0
7064	-25.0
7074	30.0
7083	0.0
7090	15.0
7095	-25.0
7099	-20.0
7111	-10.0
7116	-30.0
7119	-25.0
7130	-15.0
7169	35.0
7179	-10.0
7181	-25.0
7188	-15.0
7209	55.0
7217	-25.0
7218	-30.0
7222	-25.0
7244	-15.0
7248	-10.0
7258	-10.0
7262	-15.0
7264	-25.0
7267	-20.0
7273	-25.0
7277	5.0
7289	-5.0
7293	-25.0
7295	-30.0
7296	-30.0
7300	-20.0
7322	-10.0
7328	-55.0
7335	15.0
7343	-25.0
7349	-20.0
7360	-20.0
7373	-25.0
7377	15.0
7391	-15.0
7397	-35.0
7399	-30.0
7405	-15.0
7411	-5.0
7446	0.0
7461	20.0
7463	-20.0
7472	-15.0
7482	-15.0
7486	10.0
